municipio;RP
Borá (SP);0,372345015
Pirapemas (MA);0,37176697
Vargeão (SC);0,371730246
Pinhal (RS);0,370929374
Buriti de Goiás (GO);0,370845822
São José de Princesa (PB);0,370737261
Boa Esperança (PR);0,370466135
Professor Jamil (GO);0,370202169
São Domingos do Azeitão (MA);0,369747638
Bilac (SP);0,369139968
Santa Cruz (PB);0,369120571
Entre Rios do Oeste (PR);0,36908954
Santa Fé do Sul (SP);0,368834951
Novo Aripuanã (AM);0,368655645
Porto Calvo (AL);0,368288371
Camargo (RS);0,368191888
Coronel Pilar (RS);0,367768902
Uiraúna (PB);0,367575358
Fagundes (PB);0,366784609
São João do Paraíso (MA);0,36656472
Bodó (RN);0,3661285
Amaral Ferrador (RS);0,365701006
Santana do Riacho (MG);0,365494512
Dirce Reis (SP);0,36481767
Presidente Olegário (MG);0,364442729
São João do Manteninha (MG);0,364260428
Charqueada (SP);0,364129936
Firmino Alves (BA);0,363844423
Santo Antônio do Planalto (RS);0,363744897
Silvanópolis (TO);0,363634124
Cravolândia (BA);0,363342109
Várzea Grande (PI);0,363177589
Estação (RS);0,363006373
Itajobi (SP);0,362783798
Ronda Alta (RS);0,362690779
Tigrinhos (SC);0,362512804
Tiradentes do Sul (RS);0,362145273
Mucugê (BA);0,361730252
Caibi (SC);0,361609973
Água Doce do Maranhão (MA);0,361581294
Rondolândia (MT);0,36132339
Rancho Queimado (SC);0,360478576
Jacuí (MG);0,360471705
Cruzália (SP);0,360466361
Funilândia (MG);0,360346702
Itaipulândia (PR);0,360211787
Quilombo (SC);0,360023037
Princesa Isabel (PB);0,3598859
Bom Jesus do Amparo (MG);0,359847553
Itajuípe (BA);0,359636791
Santanópolis (BA);0,358407709
Três Palmeiras (RS);0,35805442
Santa Isabel do Rio Negro (AM);0,357649953
Alto Feliz (RS);0,357285162
Itapiranga (AM);0,357258117
Bonfim do Piauí (PI);0,356964452
Maravilhas (MG);0,356921614
Guajeru (BA);0,356595515
Caroebe (RR);0,356542366
Imigrante (RS);0,356357149
Japaraíba (MG);0,356004308
Conceição da Barra de Minas (MG);0,355741147
Jaramataia (AL);0,355669784
Rondinha (RS);0,355242211
Águas da Prata (SP);0,355177934
São Tomé (PR);0,355015884
Santa Lúcia (SP);0,354298079
Guiratinga (MT);0,354162382
Mirangaba (BA);0,354158467
Santana da Ponte Pensa (SP);0,353894985
Wall Ferraz (PI);0,353608511
Cabrália Paulista (SP);0,353506904
Santana da Vargem (MG);0,353313182
Americano do Brasil (GO);0,353193213
Buriti do Tocantins (TO);0,352232171
Chapada da Natividade (TO);0,352127051
Vargem Bonita (MG);0,352114499
Inhangapi (PA);0,35161811
Souto Soares (BA);0,351499677
Jundiá (AL);0,35075683
Guatambú (SC);0,350744585
Nova Fátima (PR);0,350571206
São Mamede (PB);0,350375662
Delfim Moreira (MG);0,35037282
Santo Antônio do Leste (MT);0,35015783
Guapiaçu (SP);0,349989908
Analândia (SP);0,349565354
Belmonte (SC);0,349406153
Nantes (SP);0,349143441
Trairão (PA);0,348972682
Dionísio Cerqueira (SC);0,348788139
São João do Oeste (SC);0,348714859
Ceres (GO);0,348501321
Araçaí (MG);0,348401233
Pongaí (SP);0,348161782
Várzea (PB);0,348096534
Áurea (RS);0,348059261
São José do Brejo do Cruz (PB);0,3478544
Pinhalão (PR);0,347180821
São Martinho (SC);0,347139281
Lajeado Novo (MA);0,346953058
Magda (SP);0,346786736
Anajatuba (MA);0,346759345
Doresópolis (MG);0,34673196
Miranorte (TO);0,345667276
Santa Rita do Novo Destino (GO);0,345378042
Chapada (RS);0,345150949
Itapitanga (BA);0,344977892
Monte Aprazível (SP);0,344841119
Cristalândia (TO);0,344555021
Cachoeirinha (TO);0,34443338
Sud Mennucci (SP);0,344374842
Oeiras do Pará (PA);0,344262913
Major Sales (RN);0,344257827
Palma Sola (SC);0,344155976
Chupinguaia (RO);0,34409168
Flores de Goiás (GO);0,344007349
Olho d'Água do Casado (AL);0,343824876
Muliterno (RS);0,343407685
Cândido de Abreu (PR);0,343388375
Santa Adélia (SP);0,343306194
Cumaru do Norte (PA);0,342865933
Nuporanga (SP);0,342697465
Pureza (RN);0,342695025
Pinhalzinho (SC);0,341989881
Sarutaiá (SP);0,341911037
Alfredo Marcondes (SP);0,341895653
São José das Palmeiras (PR);0,341386837
Caiabu (SP);0,34117416
Dom Basílio (BA);0,341013391
Flora Rica (SP);0,340669397
Nova União (RO);0,340440452
Ipiranga (PR);0,340296014
Faxinal do Soturno (RS);0,340135671
Pouso Novo (RS);0,339853148
Natuba (PB);0,339793444
Massapê do Piauí (PI);0,339788018
Fortaleza dos Valos (RS);0,339451905
Catuti (MG);0,338500825
Belmiro Braga (MG);0,338341559
Pedro Avelino (RN);0,33814976
Araruna (PR);0,338066653
Dezesseis de Novembro (RS);0,336773962
São Pedro (RN);0,336196735
Messias Targino (RN);0,33582053
Inhacorá (RS);0,335369343
Nova Glória (GO);0,335278539
Arapuã (PR);0,335131628
Tesouro (MT);0,33492588
Ermo (SC);0,334888977
Durandé (MG);0,334822336
Matrinchã (GO);0,334207747
Padre Carvalho (MG);0,333844334
Serra Negra do Norte (RN);0,333404892
Araçu (GO);0,333361011
Sumidouro (RJ);0,333141782
Goiatins (TO);0,332746109
Senador Georgino Avelino (RN);0,332316781
Nova Iorque (MA);0,332244664
Jacaré dos Homens (AL);0,332202369
Chiador (MG);0,331686269
Patis (MG);0,331642632
Pé de Serra (BA);0,331520054
Cumbe (SE);0,331181612
Rio Azul (PR);0,331095028
Coluna (MG);0,330973347
Desterro de Entre Rios (MG);0,330965238
Santa Maria (RN);0,33095841
Braganey (PR);0,330481131
Estrela Velha (RS);0,330016543
Caraúbas do Piauí (PI);0,329918847
Leoberto Leal (SC);0,329603609
Coração de Maria (BA);0,328961492
Joaquim Felício (MG);0,328603654
Alto Alegre (RS);0,328335903
Abreulândia (TO);0,32775323
Santana do Piauí (PI);0,327483082
Porto Alegre do Norte (MT);0,327218101
Alcobaça (BA);0,326978274
Satubinha (MA);0,32679803
Echaporã (SP);0,32655948
Pires Ferreira (CE);0,326381154
Castanheira (MT);0,326198739
Betânia do Piauí (PI);0,325771957
Saltinho (SC);0,325443076
Santo Cristo (RS);0,325151743
Porto Vera Cruz (RS);0,324727816
Carmésia (MG);0,324104538
Água Santa (RS);0,323731718
Cajobi (SP);0,323554487
Curuá (PA);0,322956615
Ibirapuã (BA);0,322683666
Medina (MG);0,322536757
Pedra (PE);0,322234841
Jandaíra (RN);0,321659678
Vargem (SC);0,321390301
Luzerna (SC);0,320580447
Santana do Jacaré (MG);0,320566615
Água Comprida (MG);0,320414543
Campinas do Sul (RS);0,319565602
Biquinhas (MG);0,318868271
Ipueiras (TO);0,318600876
Onda Verde (SP);0,318534097
Piedade de Ponte Nova (MG);0,318520745
Paranatama (PE);0,318365823
Natividade (TO);0,318273322
Atalaia (PR);0,318200624
Vera Mendes (PI);0,318100718
Rio Bom (PR);0,316906721
Santa Helena (PB);0,316699592
Caranaíba (MG);0,316645603
Braúna (SP);0,315269724
São Paulo de Olivença (AM);0,31500578
Jardim Olinda (PR);0,314330723
Santa Rosa do Purus (AC);0,313956687
Rio Negro (MS);0,313928151
Doutor Ricardo (RS);0,313032111
Carmo do Rio Verde (GO);0,3130229
Moeda (MG);0,313005934
Fernando Prestes (SP);0,312595609
Gurjão (PB);0,312507954
Ribeira do Piauí (PI);0,312315285
Chuvisca (RS);0,3122247
São Bento do Trairí (RN);0,3117113
Gastão Vidigal (SP);0,311546982
Porteirão (GO);0,311164246
Cabaceiras do Paraguaçu (BA);0,31102018
Sericita (MG);0,310359329
Serrolândia (BA);0,310238648
Tio Hugo (RS);0,310116555
Gavião (BA);0,309832045
Nova Esperança do Piriá (PA);0,30921928
Sete Quedas (MS);0,307182944
Marzagão (GO);0,306124845
Pinhal de São Bento (PR);0,305792221
Rio do Pires (BA);0,305640738
Monções (SP);0,305113384
São João da Baliza (RR);0,305005129
Bagre (PA);0,304445055
Boa Vista do Sul (RS);0,303811559
Cássia dos Coqueiros (SP);0,301640701
São João do Pau d'Alho (SP);0,301263986
Lagoa Grande (MG);0,301230397
São Pedro do Ivaí (PR);0,301185984
Chã Preta (AL);0,300002348
Firminópolis (GO);0,299825472
Santa Rita de Caldas (MG);0,29939444
Lagoa de Pedras (RN);0,299149637
Pérola d'Oeste (PR);0,298576291
Harmonia (RS);0,298281036
Serra Azul (SP);0,29807904
São Miguel da Baixa Grande (PI);0,297679091
Mato Castelhano (RS);0,297635366
Nova Luzitânia (SP);0,297600395
André da Rocha (RS);0,297547955
Boa Vista do Incra (RS);0,297416934
Barcelona (RN);0,296540203
Currais (PI);0,295693644
Aparecida do Rio Negro (TO);0,295571859
Junco do Maranhão (MA);0,295321838
Belém do São Francisco (PE);0,295255497
Pejuçara (RS);0,293078777
Santo Antônio do Amparo (MG);0,293072255
Tuparendi (RS);0,292771462
Cândido Rodrigues (SP);0,292243794
Tunápolis (SC);0,291964391
Oliveira Fortes (MG);0,291566169
Silveira Martins (RS);0,291422399
Barão de Melgaço (MT);0,291014863
Buritizal (SP);0,290734271
Cerrito (RS);0,290734271
Fruta de Leite (MG);0,290696732
Honório Serpa (PR);0,290487138
Aparecida do Rio Doce (GO);0,290434235
Leandro Ferreira (MG);0,290316209
Cordislândia (MG);0,290225486
Bocaina (PI);0,289850233
Bom Sucesso (PB);0,289823582
Ipiranga de Goiás (GO);0,289240261
Laranja da Terra (ES);0,289193332
Arco-Íris (SP);0,289141206
Ibirá (SP);0,288893865
União da Serra (RS);0,288646948
São Ludgero (SC);0,287493129
Indianópolis (MG);0,287313867
Rio da Conceição (TO);0,286524544
Novo Horizonte do Sul (MS);0,286140164
Bom Sucesso de Itararé (SP);0,284993189
São João da Urtiga (RS);0,283891164
Benjamin Constant do Sul (RS);0,283863893
Riqueza (SC);0,283319571
Santa Margarida (MG);0,283233167
Pindorama do Tocantins (TO);0,282813417
Jardim do Mulato (PI);0,282777333
Peritiba (SC);0,282183263
Juruaia (MG);0,281837025
Cândido Godói (RS);0,281699059
Santa Cruz de Goiás (GO);0,281243278
Itaguaçu da Bahia (BA);0,281179313
Indiaroba (SE);0,280597484
Doutor Camargo (PR);0,280229789
Praia Norte (TO);0,280061584
Santo Hipólito (MG);0,279669889
Vespasiano Corrêa (RS);0,278644331
Guaiçara (SP);0,277950137
Monte Alegre do Piauí (PI);0,277206672
Sete de Setembro (RS);0,276817155
Itapura (SP);0,275843181
Guaimbê (SP);0,275712297
Aspásia (SP);0,275013786
Ipiguá (SP);0,27472905
Chácara (MG);0,274566609
Pequizeiro (TO);0,274510814
Novo Planalto (GO);0,272645529
Ibema (PR);0,27156395
Dilermando de Aguiar (RS);0,27079939
Marema (SC);0,270606513
Ouro Verde de Goiás (GO);0,270539812
Santana do Deserto (MG);0,270389855
Guaraíta (GO);0,270111803
Caibaté (RS);0,269225868
Cabaceiras (PB);0,269034104
Sul Brasil (SC);0,268313238
Gouveia (MG);0,268242199
Sucupira (TO);0,267689385
Flórida Paulista (SP);0,267139876
Frei Martinho (PB);0,266993355
Dois Riachos (AL);0,266935869
Garrafão do Norte (PA);0,266586249
São Francisco do Piauí (PI);0,266190087
Engenheiro Navarro (MG);0,265751439
São Valério do Sul (RS);0,265605135
Meleiro (SC);0,265121768
Machadinho (RS);0,264991487
Selbach (RS);0,264512965
Jupiá (SC);0,264357674
Camalaú (PB);0,263624554
Nova Crixás (GO);0,263532523
Rio Preto (MG);0,262763609
Canápolis (MG);0,262647498
Santa Isabel (GO);0,262499026
Diogo de Vasconcelos (MG);0,261685419
Ângulo (PR);0,260986807
Engenho Velho (RS);0,26058405
Paineiras (MG);0,259843754
Riachão (PB);0,259604745
Iraí (RS);0,259539206
Mesópolis (SP);0,259516082
Tucunduva (RS);0,258985375
Nossa Senhora dos Remédios (PI);0,257496778
Cristino Castro (PI);0,257234641
Campinorte (GO);0,256459698
Ribeira do Amparo (BA);0,256197367
Bom Jesus do Araguaia (MT);0,255143284
Santo Antônio do Retiro (MG);0,254726903
Unistalda (RS);0,253922503
Santa Cruz do Xingu (MT);0,253827079
Anhembi (SP);0,252960336
Senador Salgado Filho (RS);0,252687564
Cristalândia do Piauí (PI);0,25250722
Nova Pádua (RS);0,252242691
Presidente Médici (MA);0,251705547
Ibirarema (SP);0,251238122
Linha Nova (RS);0,250829567
Arabutã (SC);0,250703522
Protásio Alves (RS);0,250160688
Acauã (PI);0,249868444
Planaltina do Paraná (PR);0,248931397
Flores do Piauí (PI);0,248658817
Entre Rios (SC);0,248175286
Nova Boa Vista (RS);0,248078057
São José do Hortêncio (RS);0,246813586
Riozinho (RS);0,245378944
Pindorama (SP);0,243847322
Pinheiro Preto (SC);0,243101734
Patrocínio do Muriaé (MG);0,242264655
Guatapará (SP);0,24221501
Nova Itaberaba (SC);0,241970903
Bandeirante (SC);0,241686733
Bacurituba (MA);0,241134517
Barra do Guarita (RS);0,240386931
Vila Flor (RN);0,23940236
Santa Cruz da Esperança (SP);0,23940236
Queluzito (MG);0,238500656
Nova Palmeira (PB);0,237884664
Jatobá (MA);0,237319485
Santana de Mangueira (PB);0,23592999
Mato Queimado (RS);0,23517892
Relvado (RS);0,235047974
Salvador das Missões (RS);0,234770197
Guaraciaba (SC);0,234612538
Manari (PE);0,234496037
Novo Horizonte (BA);0,234483623
Lupércio (SP);0,233288509
Jaguari (RS);0,231444157
Cantagalo (RJ);0,230776137
Passos Maia (SC);0,230223489
São Lourenço do Piauí (PI);0,229739407
Santa Terezinha do Progresso (SC);0,229427261
São João das Duas Pontes (SP);0,22907156
Jurema (PI);0,22896063
São João de Iracema (SP);0,228681561
Santa Mercedes (SP);0,228495892
Caturaí (GO);0,228011044
Marinópolis (SP);0,226960302
Doutor Maurício Cardoso (RS);0,226655657
Ibiaçá (RS);0,223801808
Itacajá (TO);0,222866429
Serra Azul de Minas (MG);0,222650929
Brejolândia (BA);0,22247492
São Pedro do Paraná (PR);0,222098694
Curral Velho (PB);0,221018932
Armazém (SC);0,219818014
Campo Limpo de Goiás (GO);0,219405256
Lavínia (SP);0,217848158
Quatro Irmãos (RS);0,217601114
Curimatá (PI);0,21725357
Taquaruçu do Sul (RS);0,216554619
Timbaúba dos Batistas (RN);0,215747612
Nova Brasilândia (MT);0,214723378
Enéas Marques (PR);0,211108265
Ibiam (SC);0,210232152
Rio Sono (TO);0,209285434
Urandi (BA);0,208942418
São Sebastião do Tocantins (TO);0,205924956
Agricolândia (PI);0,205091252
Barra Funda (RS);0,202792391
Riacho Frio (PI);0,202711242
Anahy (PR);0,202537569
Santo Antônio do Palma (RS);0,201887212
Chapadão do Lageado (SC);0,200340551
Tenório (PB);0,19925982
Vicente Dutra (RS);0,199082863
Tanquinho (BA);0,196932251
Fama (MG);0,196499377
Ipiranga do Sul (RS);0,196347052
General Carneiro (MT);0,195794144
Monjolos (MG);0,194627091
Capela Nova (MG);0,193556241
Itamarati (AM);0,192989924
Presidente Kubitschek (MG);0,192446964
Fortuna de Minas (MG);0,19107812
Casa Grande (MG);0,190671256
São João da Paraúna (GO);0,190370309
Porto Barreiro (PR);0,190033642
São Miguel da Boa Vista (SC);0,189622082
Bela Vista da Caroba (PR);0,18850486
Aroeiras do Itaim (PI);0,18831799
São Miguel das Matas (BA);0,187911006
Vale do Sol (RS);0,187677388
Marquinho (PR);0,18745389
Santa Rita d'Oeste (SP);0,185355065
Nova Módica (MG);0,184393627
Cachoeira Dourada (MG);0,182352553
Serrano do Maranhão (MA);0,182066566
Alto Bela Vista (SC);0,181959552
Pedranópolis (SP);0,181763686
Maetinga (BA);0,181620319
Colorado (RS);0,181401051
Iporã do Oeste (SC);0,180887482
Paraíso (SC);0,178078999
Tupirama (TO);0,176907768
Poço Dantas (PB);0,176353488
Bento Fernandes (RN);0,175638095
São Jorge (RS);0,17396133
Princesa (SC);0,170909377
Ibiassucê (BA);0,170008043
Pitangueiras (PR);0,166308402
Arroio Trinta (SC);0,166199276
Gaúcha do Norte (MT);0,166083886
Modelo (SC);0,165547514
Malhada dos Bois (SE);0,165131217
Dom Pedro de Alcântara (RS);0,164772116
Coronel Martins (SC);0,163543307
Sandovalina (SP);0,162141187
Luiziânia (SP);0,161638607
Nova Castilho (SP);0,159000437
São Paulo das Missões (RS);0,158864446
Paulo Bento (RS);0,157517224
Garruchos (RS);0,157048423
Pimenteiras do Oeste (RO);0,156640505
Ipê (RS);0,156379389
Mamonas (MG);0,154864358
Bonópolis (GO);0,153554226
Barro Duro (PI);0,15258295
Jacobina do Piauí (PI);0,150417303
Lindóia do Sul (SC);0,148479634
Porto Alegre do Tocantins (TO);0,147294543
Matões do Norte (MA);0,145300422
Gentil (RS);0,145233771
Cumari (GO);0,144224858
Araguacema (TO);0,14244851
São Salvador do Tocantins (TO);0,141600389
Forquetinha (RS);0,141127007
Pedro Teixeira (MG);0,139937954
São Luiz do Norte (GO);0,139639003
Nova Alvorada (RS);0,133463851
Santa Terezinha (MT);0,133379514
Galvão (SC);0,131509707
Marapoama (SP);0,128233949
Luzinópolis (TO);0,124297729
Coronel Xavier Chaves (MG);0,121097579
Guabiju (RS);0,119166171
Alto Boa Vista (MT);0,118186152
Muniz Ferreira (BA);0,117425914
Paiva (MG);0,114557981
Varjão (GO);0,113602304
Caldazinha (GO);0,112397469
Dona Francisca (RS);0,109683965
Carrapateira (PB);0,109553502
São José do Inhacorá (RS);0,105273357
Jardim de Angicos (RN);0,103934221
Bela Vista do Piauí (PI);0,103188991
Oscar Bressane (SP);0,102545626
Canudos do Vale (RS);0,101967672
Floriano Peixoto (RS);0,101234091
Jari (RS);0,100841125
Nova Erechim (SC);0,098268747
David Canabarro (RS);0,097696404
Boa Vista do Buricá (RS);0,096961507
Umburatiba (MG);0,094369485
Canabrava do Norte (MT);0,094124005
Centenário (RS);0,093086254
Victor Graeff (RS);0,091110682
Campinaçu (GO);0,09107792
Riachão do Poço (PB);0,089097966
Paial (SC);0,087627641
Ribeirão dos Índios (SP);0,083386896
Jucati (PE);0,08063919
Maximiliano de Almeida (RS);0,080581467
Estrela do Norte (GO);0,079028922
Cacimba de Areia (PB);0,076963749
Jaú do Tocantins (TO);0,075971115
Vila Flores (RS);0,069470021
Pedra Preta (RN);0,069175938
Jundiá (RN);0,067742096
Fagundes Varela (RS);0,065806105
Ouriçangas (BA);0,065652591
União do Oeste (SC);0,060871833
Joanésia (MG);0,058509516
Pajeú do Piauí (PI);0,056286155
São Pedro das Missões (RS);0,048053063
Caraúbas (PB);0,042814012
Santa Terezinha do Tocantins (TO);0,035091119
